"id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","lo_ci","up_ci","or","or_lci95","or_uci95"
"ebi-a-GCST90001552","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001552","Inverse variance weighted",37,0.0040187040823075,0.00362661662435932,0.267812653550285,-0.00308946450143677,0.0111268726660518,1.00402678990143,0.996915302983094,1.01118900655182
"ebi-a-GCST90001552","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001552","MR Egger",37,0.00344299917174877,0.00385112370259692,0.37741553440537,-0.00410520328534119,0.0109912016288387,1.00344893310161,0.995903211542868,1.01105182679635
"ebi-a-GCST90001552","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001552","Weighted median",37,0.00210420021991504,0.0041148431901903,0.60909321274934,-0.00596089243285795,0.010169292872688,1.0021064156028,0.994056838438341,1.01022117585339
"ebi-a-GCST90001553","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001553","Inverse variance weighted",28,-0.000939891730591742,0.00508390224278886,0.853326261833366,-0.0109043401264579,0.00902455666527442,0.999060549829291,0.989154896682058,1.00906540075091
"ebi-a-GCST90001553","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001553","MR Egger",28,-0.000153292993063287,0.00529822274177716,0.977139045790804,-0.0105378095669465,0.0102312235808199,0.999846718755707,0.989517518631736,1.01028374150353
"ebi-a-GCST90001553","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001553","Weighted median",28,0.000921025367636389,0.00403270841719509,0.819344008902955,-0.006983083130066,0.00882513386533877,1.00092144964175,0.99304124194067,1.00886419016703
"ebi-a-GCST90001554","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001554","Inverse variance weighted",24,0.00380769641767179,0.0110346647813095,0.730044155254923,-0.0178202465536949,0.0254356393890384,1.00381495490346,0.982337595057095,1.02576188548425
"ebi-a-GCST90001554","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001554","MR Egger",24,0.00194617536085835,0.0131324361181291,0.883537964311861,-0.0237933994306747,0.0276857501523914,1.00194807038928,0.976487431778594,1.02807256200756
"ebi-a-GCST90001554","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001554","Weighted median",24,-0.00524467806546478,0.0136579192555862,0.700976435749919,-0.0320141998064137,0.0215248436754842,0.994769051246114,0.968492829570863,1.02175817425057
"ebi-a-GCST90001555","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001555","Inverse variance weighted",24,-0.00175560020437511,0.00947518856002976,0.853006339280045,-0.0203269697820334,0.0168157693732832,0.998245939960227,0.979878230350631,1.01695795026541
